,Player,Division,Conference,Power5,School,Drafted?,position_pick_number,G,Rec,Rec Yds,Rec TD,Rec Yds/Rec,Rec Yds/G,Rec TD/G
1906,Quinshad Davis,FBS,ACC,Y,North Carolina,N,Undrafted,27,103,1368,14,13.3,50.7,0.5
1907,Quintez Cephus,FBS,Big Ten,Y,Wisconsin,Y,22.0,14,59,901,7,15.3,64.4,0.5
1908,Quintin Hunter,FCS,CAA,N,James Madison,N,Undrafted,12,33,491,3,14.9,40.9,0.2
1909,Quintin Payton,FBS,ACC,Y,NC State,N,Undrafted,12,23,481,3,20.9,40.1,0.2
1910,Quinton Cross,FCS,OVC,N,Tennessee Tech,N,Undrafted,17,64,829,4,13.0,48.8,0.2
1911,Quinton Dunbar,FBS,SEC,Y,Florida,N,Undrafted,12,40,548,0,13.7,45.7,0.0
1912,Quinton Lane,FCS,Pioneer,N,Stetson,N,Undrafted,10,46,720,8,15.7,72.0,0.8
1913,Quinton Pedroza,FBS,Mountain West,N,Hawaii,N,Undrafted,12,59,674,3,11.4,56.2,0.2
1914,Quron Pratt,FBS,AAC,N,Rutgers,N,Undrafted,13,32,516,0,16.1,39.7,0.0
1915,R.J. Harris,FCS,CAA,N,New Hampshire,N,Undrafted,26,176,2555,20,14.5,98.3,0.8
1916,R.J. Shelton,FBS,Big Ten,Y,Michigan St.,N,Undrafted,12,53,789,5,14.9,65.8,0.4
1917,R.J. Sneed,FBS,Big 12,Y,Baylor,N,Undrafted,23,85,1070,5,12.6,46.5,0.2
1918,RJ Turner,FBS,Big 12,Y,Texas Tech,N,Undrafted,23,85,1358,9,16.0,59.0,0.4
1919,RJ Urzendowski,FCS,MVFC,N,North Dakota St.,N,Undrafted,60,149,2435,22,16.3,40.6,0.4
1920,Ra'Shaun Henry,FBS,ACC,Y,Virginia,N,Undrafted,24,124,1721,12,13.9,71.7,0.5
1921,RaJae' Johnson,FBS,Sun Belt,N,Troy,N,Undrafted,14,36,713,7,19.8,50.9,0.5
1922,Rakim Jarrett,FBS,Big Ten,Y,Maryland,N,Undrafted,13,62,829,5,13.4,63.8,0.4
1923,Raleigh Webb,FCS,SoCon,N,The Citadel,N,Undrafted,35,72,1435,17,19.9,41.0,0.5
1924,Ramaud Chiaokhiao-Bowman,FBS,Big Ten,Y,Northwestern,N,Undrafted,9,41,508,5,12.4,56.4,0.6
1925,Ramel Keyton,FBS,SEC,Y,Tennessee,N,Undrafted,26,66,1204,11,18.2,46.3,0.4
1926,Randal Grimes,FBS,Mountain West,N,UNLV,N,Undrafted,11,44,696,7,15.8,63.3,0.6
1927,Randall Menard,FCS,SWAC,N,Southern U.,N,Undrafted,21,46,909,9,19.8,43.3,0.4
1928,Randall St. Felix,FBS,AAC,N,South Fla.,N,Undrafted,11,33,679,4,20.6,61.7,0.4
1929,Rannell Hall,FBS,AAC,N,UCF,N,Undrafted,13,57,886,5,15.5,68.2,0.4
1930,Rantavious Wooten,FBS,SEC,Y,Georgia,N,Undrafted,13,30,424,5,14.1,32.6,0.4
1931,Raphael Leonard,FCS,MVFC,N,Southern Ill.,N,Undrafted,22,91,1377,12,15.1,62.6,0.5
1932,Raphael Williams,FCS,SoCon,N,Western Caro.,N,Undrafted,22,120,1617,15,13.5,73.5,0.7
1933,Rara Thomas,FBS,SEC,Y,Mississippi St.,N,Undrafted,12,44,626,7,14.2,52.2,0.6
1934,Rasaun Rorie,FCS,SoCon,N,Elon,N,Undrafted,12,59,735,5,12.5,61.2,0.4
1935,Rashad Greene,FBS,ACC,Y,Florida St.,Y,18.0,28,175,2493,16,14.2,89.0,0.6
1936,Rashad Lawrence,FBS,Big Ten,Y,Northwestern,N,Undrafted,12,31,463,1,14.9,38.6,0.1
1937,Rashad Ponder,FCS,CAA,N,Richmond,N,Undrafted,26,112,1369,4,12.2,52.7,0.2
1938,Rashard Davis,FCS,CAA,N,James Madison,N,Undrafted,26,81,1122,9,13.9,43.2,0.3
1939,Rashard Higgins,FBS,Mountain West,N,Colorado St.,Y,17.0,38,239,3649,31,15.3,96.0,0.8
1940,Rashard Smith,FBS,ACC,Y,NC State,N,Undrafted,11,49,530,3,10.8,48.2,0.3
1941,Rashawn Proctor,FCS,MEAC,N,Hampton,N,Undrafted,22,115,1547,7,13.5,70.3,0.3
1942,Rashawn Scott,FBS,ACC,Y,Miami (FL),N,Undrafted,13,52,695,5,13.4,53.5,0.4
1943,Rashee Rice,FBS,AAC,N,SMU,Y,7.0,34,208,2708,24,13.0,79.6,0.7
1944,Rashid Shaheed,FCS,Big Sky,N,Weber St.,N,Undrafted,31,86,1505,10,17.5,48.5,0.3
1945,Rashod Bateman,FBS,Big Ten,Y,Minnesota,Y,5.0,31,147,2395,19,16.3,77.3,0.6
1946,Rashod Owens,FBS,Big 12,Y,Oklahoma St.,N,Undrafted,14,63,895,5,14.2,63.9,0.4
1947,Rashon Ceaser,FBS,Sun Belt,N,ULM,N,Undrafted,24,142,1836,8,12.9,76.5,0.3
1948,Ray Bolden,FCS,CAA,N,Stony Brook,N,Undrafted,32,171,2081,15,12.2,65.0,0.5
1949,Rayjuon Pringle,FCS,CAA,N,Villanova,N,Undrafted,30,98,2073,18,21.2,69.1,0.6
1950,Raylen Sharpe,FCS,MVFC,N,Missouri St.,N,Undrafted,10,73,991,7,13.6,99.1,0.7
1951,Rayshad Riddick,FCS,MEAC,N,Hampton,N,Undrafted,12,50,475,3,9.5,39.6,0.2
1952,Reed Klubnik,FCS,Ivy League,N,Yale,N,Undrafted,20,128,2145,17,16.8,107.2,0.8
1953,Reese Wiggins,FBS,CUSA,N,East Carolina,N,Undrafted,13,26,372,4,14.3,28.6,0.3
1954,Reggie Begelton,FCS,Southland,N,Lamar University,N,Undrafted,34,205,2260,19,11.0,66.5,0.6
1955,Reggie Bell,FCS,Pioneer,N,San Diego,N,Undrafted,23,105,1829,16,17.4,79.5,0.7
1956,Reggie Diggs,FCS,CAA,N,Richmond,N,Undrafted,40,181,2438,13,13.5,61.0,0.3
1957,Reggie Roberson Jr.,FBS,AAC,N,SMU,N,Undrafted,34,168,2704,23,16.1,79.5,0.7
1958,Reggie Todd,FBS,Sun Belt,N,Troy,N,Undrafted,23,81,1196,11,14.8,52.0,0.5
1959,Reggie Travis,FCS,SWAC,N,Southern U.,N,Undrafted,12,30,514,5,17.1,42.8,0.4
1960,Reggie White Jr.,FCS,Big South,N,Monmouth,N,Undrafted,34,214,2941,26,13.7,86.5,0.8
1961,Reginald Henderson,FCS,SoCon,N,Chattanooga,N,Undrafted,4,15,285,0,19.0,71.2,0.0
1962,Remi Simmons,FCS,Southland,N,SFA,N,Undrafted,20,80,972,5,12.2,48.6,0.2
1963,Renard Bell,FBS,Pac-12,Y,Washington St.,N,Undrafted,26,94,1117,9,11.9,43.0,0.3
1964,Rhashid Bonnette,FBS,CUSA,N,Louisiana Tech,N,Undrafted,12,33,582,2,17.6,48.5,0.2
1965,Ricardo Louis,FBS,SEC,Y,Auburn,Y,11.0,27,74,1041,5,14.1,38.6,0.2
1966,Richard Drake,FCS,SWAC,N,Mississippi Val.,N,Undrafted,11,31,389,4,12.5,35.4,0.4
1967,Richard Jules,FCS,Big South,N,Gardner-Webb,N,Undrafted,12,36,351,0,9.8,29.2,0.0
1968,Richard Mullaney,FBS,Pac-12,Y,Oregon St.,N,Undrafted,13,52,788,3,15.2,60.6,0.2
1969,Richie Casey,FBS,CUSA,N,Louisiana Tech,N,Undrafted,12,29,313,0,10.8,26.1,0.0
1970,Richie DeNicola,FCS,Patriot,N,Holy Cross,N,Undrafted,10,49,513,4,10.5,51.3,0.4
1971,Richie James,FBS,CUSA,N,Middle Tenn.,Y,28.0,26,213,2971,20,13.9,114.3,0.8
1972,Richy Turner,FBS,Mountain West,N,Nevada,N,Undrafted,25,124,1342,8,10.8,53.7,0.3
1973,Rickey Bradley,FBS,CUSA,N,Southern Miss.,N,Undrafted,10,19,312,1,16.4,31.2,0.1
1974,Rickey Galvin,FBS,Pac-12,Y,Washington St.,N,Undrafted,13,39,311,4,8.0,23.9,0.3
1975,Ricky Jeune,FBS,ACC,Y,Georgia Tech,N,Undrafted,11,25,545,6,21.8,49.5,0.5
1976,Ricky Jones,FBS,Big Ten,Y,Indiana,N,Undrafted,26,107,1754,8,16.4,67.5,0.3
1977,Ricky Pearsall,FBS,SEC,Y,Florida,Y,6.0,38,146,2206,13,15.1,58.1,0.3
1978,Ricky White,FBS,Mountain West,N,UNLV,N,Undrafted,26,139,2102,12,15.1,80.8,0.5
1979,Ricky Zorn,FCS,Ivy League,N,Harvard,N,Undrafted,10,50,700,3,14.0,70.0,0.3
1980,Rico Bussey Jr.,FBS,CUSA,N,North Texas,N,Undrafted,25,115,1694,19,14.7,67.8,0.8
1981,Riley Donovan,FCS,MVFC,N,South Dakota,N,Undrafted,21,69,1043,3,15.1,49.7,0.1
1982,Riley Miller,FBS,MAC,N,Ball St.,N,Undrafted,24,104,1490,13,14.3,62.1,0.5
1983,Riley Ridley,FBS,SEC,Y,Georgia,Y,15.0,14,44,570,9,13.0,40.7,0.6
1984,Riley Stapleton,FCS,CAA,N,James Madison,N,Undrafted,39,168,2099,22,12.5,53.8,0.6
1985,River Cracraft,FBS,Pac-12,Y,Washington St.,N,Undrafted,42,218,2701,20,12.4,64.3,0.5
1986,Rob Coggin,FCS,Pioneer,N,Stetson,N,Undrafted,11,30,335,4,11.2,30.5,0.4
1987,Rob DiNota,FCS,NEC,N,Sacred Heart,N,Undrafted,11,49,673,3,13.7,61.2,0.3
1988,Rob Jones,FCS,CAA,N,Delaware,N,Undrafted,12,43,479,5,11.1,39.9,0.4
1989,Robbie Cantelli,FCS,Patriot,N,Fordham,N,Undrafted,11,37,634,13,17.1,57.6,1.2
1990,Robbie Jackson,FCS,CAA,N,Rhode Island,N,Undrafted,12,61,574,5,9.4,47.8,0.4
1991,Robby Anderson,FBS,AAC,N,Temple,N,Undrafted,14,70,939,7,13.4,67.1,0.5
1992,Robert Adams,FCS,SoCon,N,Samford,N,Undrafted,12,39,576,3,14.8,48.0,0.2
1993,Robert Clemons III,FCS,Ivy League,N,Yale,N,Undrafted,8,36,478,4,13.3,59.8,0.5
1994,Robert Davis,FBS,Sun Belt,N,Georgia St.,Y,27.0,37,178,2680,13,15.1,72.4,0.4
1995,Robert Ferrel,FBS,Pac-12,Y,Washington St.,N,Undrafted,30,165,1871,19,11.3,62.4,0.6
1996,Robert Herron,FBS,Mountain West,N,Wyoming,Y,24.0,12,72,937,9,13.0,78.1,0.8
1997,Robert Johnson,FBS,SEC,Y,Mississippi St.,N,Undrafted,13,34,389,0,11.4,29.9,0.0
1998,Robert Lewis,FBS,Sun Belt,N,Georgia St.,N,Undrafted,12,70,877,7,12.5,73.1,0.6
1999,Robert Tonyan,FCS,MVFC,N,Indiana St.,N,Undrafted,35,150,2047,20,13.6,58.5,0.6
2000,Roc Taylor,FBS,AAC,N,Memphis,N,Undrafted,13,69,1083,4,15.7,83.3,0.3
2001,Rod Wright,FCS,OVC,N,UT Martin,N,Undrafted,11,62,963,14,15.5,87.5,1.3
2002,Roderic Burns,FBS,CUSA,N,North Texas,N,Undrafted,27,98,1478,5,15.1,54.7,0.2
2003,Rodney Adams,FBS,AAC,N,South Fla.,Y,23.0,26,112,1644,14,14.7,63.2,0.5
2004,Roger Lewis,FBS,MAC,N,Bowling Green,N,Undrafted,28,158,2637,23,16.7,94.2,0.8
2005,Rokeem Williams,FBS,MAC,N,Miami (OH),N,Undrafted,12,35,682,3,19.5,56.8,0.2
2006,Roman Gordon,FCS,Southland,N,Central Ark.,N,Undrafted,10,41,645,7,15.7,64.5,0.7
2007,Roman Wilson,FBS,Big Ten,Y,Michigan,Y,14.0,25,134,1708,23,12.7,68.3,0.9
2008,Rome Odunze,FBS,Pac-12,Y,Washington,Y,3.0,27,167,2785,20,16.7,103.1,0.7
2009,Romeo Doubs,FBS,Mountain West,N,Nevada,Y,19.0,44,225,3322,26,14.8,75.5,0.6
2010,Romon Copeland,FCS,Big South,N,Hampton,N,Undrafted,10,26,605,3,23.3,60.5,0.3
2011,Ron Willoughby,FBS,MAC,N,Buffalo,N,Undrafted,23,112,1584,15,14.1,68.9,0.7
2012,Ron'Quavion Tarver,FBS,Mountain West,N,Utah St.,N,Undrafted,38,160,1880,18,11.8,49.5,0.5
2013,Ronald Bell,FCS,MEAC,N,Hampton,N,Undrafted,11,60,674,7,11.2,61.3,0.6
2014,Ronald Butler,FBS,Mountain West,N,Utah St.,N,Undrafted,13,24,346,3,14.4,26.6,0.2
2015,Rondale Moore,FBS,Big Ten,Y,Purdue,Y,7.0,13,114,1258,12,11.0,96.8,0.9
2016,Ronnie Bell,FBS,Big Ten,Y,Michigan,Y,29.0,33,136,2048,6,15.1,62.1,0.2
2017,Ronnie Moore,FBS,MAC,N,Bowling Green,N,Undrafted,42,156,2191,18,14.0,52.2,0.4
2018,Rory Starkey,FCS,Ivy League,N,Penn,N,Undrafted,19,95,1158,11,12.2,60.9,0.6
2019,Ross Smith,FCS,Pioneer,N,Dayton,N,Undrafted,22,92,1086,7,11.8,49.4,0.3
2020,Roy Alexander,FCS,CAA,N,UAlbany,N,Undrafted,21,84,1170,5,13.9,55.7,0.2
2021,Ryan Alderman,FBS,AAC,N,Temple,N,Undrafted,12,40,548,2,13.7,45.7,0.2
2022,Ryan Burbrink,FBS,MAC,N,Bowling Green,N,Undrafted,41,150,1862,9,12.4,45.4,0.2
2023,Ryan Cragun,FCS,Ivy League,N,Penn,N,Undrafted,9,58,885,3,15.3,98.3,0.3
2024,Ryan Culbreath,FCS,SoCon,N,Furman,N,Undrafted,14,39,515,4,13.2,36.8,0.3
2025,Ryan Davis,FBS,SEC,Y,Auburn,N,Undrafted,27,153,1361,6,8.9,50.4,0.2
2026,Ryan DeLuca,FCS,SoCon,N,Furman,N,Undrafted,7,24,441,1,18.4,63.0,0.1
2027,Ryan Flournoy,FCS,OVC,N,Southeast Mo. St.,Y,31.0,21,118,1823,13,15.4,86.8,0.6
2028,Ryan Grant,FBS,CUSA,N,Tulane,Y,21.0,13,77,1039,9,13.5,79.9,0.7
2029,Ryan Lankford,FBS,Big Ten,Y,Illinois,N,Undrafted,7,15,308,1,20.5,44.0,0.1
2030,Ryan Markush,FCS,OVC,N,Eastern Ky.,N,Undrafted,22,96,1301,12,13.6,59.1,0.5
2031,Ryan McDaniel,FCS,MEAC,N,N.C. Central,N,Undrafted,11,52,678,4,13.0,61.6,0.4
2032,Ryan McManus,FCS,Ivy League,N,Dartmouth,N,Undrafted,18,115,1477,9,12.8,82.1,0.5
2033,Ryan Mitchell,FCS,OVC,N,Tennessee St.,N,Undrafted,34,114,1816,13,15.9,53.4,0.4
2034,Ryan O'Keefe,FBS,AAC,N,UCF,N,Undrafted,36,177,1928,15,10.9,53.6,0.4
2035,Ryan Skibinski,FCS,Pioneer,N,Dayton,N,Undrafted,21,88,1334,12,15.2,63.5,0.6
2036,Ryan Smith,FCS,MVFC,N,North Dakota St.,N,Undrafted,14,54,703,5,13.0,50.2,0.4
2037,Ryan Switzer,FBS,ACC,Y,North Carolina,Y,19.0,53,244,2912,19,11.9,54.9,0.4
2038,Ryan Timmons,FBS,SEC,Y,Kentucky,N,Undrafted,23,77,874,4,11.4,38.0,0.2
2039,Ryan Upp,FCS,Pioneer,N,Morehead St.,N,Undrafted,11,55,833,9,15.1,75.7,0.8
2040,Ryheem Malone,FBS,Sun Belt,N,Louisiana,N,Undrafted,11,44,676,4,15.4,61.5,0.4
2041,Sabastian Smith,FBS,MAC,N,Ohio,N,Undrafted,26,119,1670,11,14.0,64.2,0.4
2042,Sage Surratt,FBS,ACC,Y,Wake Forest,N,Undrafted,22,107,1582,15,14.8,71.9,0.7
2043,Sam Ajala,FCS,Patriot,N,Fordham,N,Undrafted,27,155,2662,17,17.2,98.6,0.6
2044,Sam Craft,FBS,AAC,N,Memphis,N,Undrafted,12,31,337,1,10.9,28.1,0.1
2045,Sam Crawford Jr.,FBS,AAC,N,Tulsa,N,Undrafted,21,87,1151,6,13.2,54.8,0.3
2046,Sam Harris,FBS,Sun Belt,N,South Alabama,N,Undrafted,12,41,570,2,13.9,47.5,0.2
2047,Sam Hoekstra,FCS,Pioneer,N,San Diego,N,Undrafted,11,48,771,6,16.1,70.1,0.5
2048,Sam James,FBS,Big 12,Y,West Virginia,N,Undrafted,24,115,1422,8,12.4,59.2,0.3
2049,Sam Phillips,FCS,SoCon,N,Chattanooga,N,Undrafted,24,104,1285,6,12.4,53.5,0.2
2050,Sam Pinckney,FBS,Sun Belt,N,Coastal Carolina,N,Undrafted,36,190,2838,18,14.9,78.8,0.5
2051,Sam Schnee,FCS,MVFC,N,UNI,N,Undrafted,22,105,1805,9,17.2,82.0,0.4
2052,Sam Wiglusz,FBS,MAC,N,Ohio,N,Undrafted,26,129,1537,14,11.9,59.1,0.5
2053,Samajie Grant,FBS,Pac-12,Y,Arizona,N,Undrafted,26,92,1091,7,11.9,42.0,0.3
2054,Sammie Coates,FBS,SEC,Y,Auburn,Y,12.0,26,76,1643,11,21.6,63.2,0.4
2055,Sammy Watkins,FBS,ACC,Y,Clemson,Y,1.0,13,101,1464,12,14.5,112.6,0.9
2056,Samori Toure,FBS,Big Ten,Y,Nebraska,Y,27.0,37,164,2946,23,18.0,79.6,0.6
2057,Samuel Akem,FCS,Big Sky,N,Montana,N,Undrafted,24,108,1568,20,14.5,65.3,0.8
2058,Samuel Brown,FBS,Big 12,Y,Houston,N,Undrafted,12,62,815,3,13.1,67.9,0.2
2059,Samuel Patterson,FCS,Big South,N,VMI,N,Undrafted,12,38,646,8,17.0,53.8,0.7
2060,Savion Williams,FBS,Big 12,Y,TCU,N,Undrafted,11,41,573,4,14.0,52.1,0.4
2061,Scooter Hollis,FCS,Ivy League,N,Columbia,N,Undrafted,10,51,515,1,10.1,51.5,0.1
2062,Scott Benzing,FCS,NEC,N,Central Conn. St.,N,Undrafted,12,18,311,3,17.3,25.9,0.2
2063,Scott Harding,FBS,Mountain West,N,Hawaii,N,Undrafted,12,56,631,1,11.3,52.6,0.1
2064,Scott Miller,FBS,MAC,N,Bowling Green,Y,22.0,35,208,2838,23,13.6,81.1,0.7
2065,Scotty Washington,FBS,ACC,Y,Wake Forest,N,Undrafted,21,80,1318,10,16.5,62.8,0.5
2066,Sean Atkins,FBS,AAC,N,South Fla.,N,Undrafted,13,92,1054,7,11.5,81.1,0.5
2067,Sean Ballard,FCS,CAA,N,William & Mary,N,Undrafted,23,65,1080,6,16.6,47.0,0.3
2068,Sean Fitzgerald,FBS,Pac-12,Y,Utah,N,Undrafted,12,32,471,5,14.7,39.2,0.4
2069,Sean Modster,FBS,Mountain West,N,Boise St.,N,Undrafted,13,68,978,8,14.4,75.2,0.6
2070,Sean Riley,FBS,ACC,Y,Syracuse,N,Undrafted,13,64,756,3,11.8,58.2,0.2
2071,Sergio Bailey II,FBS,MAC,N,Eastern Mich.,N,Undrafted,25,114,1746,16,15.3,69.8,0.6
2072,Sergio Fernandez-Soto,FCS,Patriot,N,Lehigh,N,Undrafted,8,30,385,2,12.8,48.1,0.2
2073,Sergio Morancy,FCS,MVFC,N,UNI,N,Undrafted,11,26,510,6,19.6,46.4,0.5
2074,Seth Anderson,FCS,Big South,N,Charleston So.,N,Undrafted,10,42,612,7,14.6,61.2,0.7
2075,Seth Dawkins,FBS,ACC,Y,Louisville,N,Undrafted,12,42,642,4,15.3,53.5,0.3
2076,Seth Williams,FBS,SEC,Y,Auburn,Y,28.0,23,106,1590,12,15.0,69.1,0.5
2077,Shae Wyatt,FBS,AAC,N,Tulane,N,Undrafted,14,35,692,7,19.8,49.4,0.5
2078,Shaedon Meadors,FBS,Sun Belt,N,App State,N,Undrafted,13,45,716,2,15.9,55.1,0.2
2079,Shakeir Ryan,FCS,Southland,N,Northwestern St.,N,Undrafted,12,42,338,3,8.0,28.2,0.2
2080,Shakim Phillips,FBS,AAC,N,UConn,N,Undrafted,8,28,406,3,14.5,50.8,0.4
2081,Shamar Jackson,FCS,MVFC,N,South Dakota,N,Undrafted,24,97,1320,5,13.6,55.0,0.2
2082,Shameen Jones,FBS,Big Ten,Y,Rutgers,N,Undrafted,9,34,378,3,11.1,42.0,0.3
2083,Shane Harrison,FCS,Big Sky,N,Sacramento St.,N,Undrafted,23,120,1497,9,12.5,65.1,0.4
2084,Shane Hooks,FCS,SWAC,N,Jackson St.,N,Undrafted,13,66,775,10,11.7,59.6,0.8
2085,Shane Leatherbury,FCS,CAA,N,Towson,N,Undrafted,24,119,1552,19,13.0,64.7,0.8
2086,Shane Savage,FCS,CAA,N,Richmond,N,Undrafted,9,39,302,2,7.7,33.6,0.2
2087,Shane Williams-Rhodes,FBS,Mountain West,N,Boise St.,N,Undrafted,25,145,1287,13,8.9,51.5,0.5
2088,Shane Wynn,FBS,Big Ten,Y,Indiana,N,Undrafted,24,102,1341,14,13.1,55.9,0.6
2089,Shaq Hill,FCS,Big Sky,N,Eastern Wash.,N,Undrafted,14,77,1157,17,15.0,82.6,1.2
2090,Shaq Roland,FBS,SEC,Y,South Carolina,N,Undrafted,10,25,455,5,18.2,45.5,0.5
2091,Shaq Washington,FBS,AAC,N,Cincinnati,N,Undrafted,39,234,2526,11,10.8,64.8,0.3
2092,Shaquan DAVIS,FCS,MEAC,N,South Carolina St.,N,Undrafted,21,81,1722,17,21.3,82.0,0.8
2093,Shaquelle Evans,FBS,Pac-12,Y,UCLA,Y,18.0,13,47,709,9,15.1,54.5,0.7
2094,Shaquille Hill,FCS,Big Sky,N,Eastern Wash.,N,Undrafted,26,90,1546,14,17.2,59.5,0.5
2095,Shaun Joplin,FBS,MAC,N,Bowling Green,N,Undrafted,14,54,908,3,16.8,64.9,0.2
2096,Shavarez Smith,FBS,Sun Belt,N,South Alabama,N,Undrafted,25,104,1688,14,16.2,67.5,0.6
2097,Shawn Harris Jr.,FCS,CAA,N,Stony Brook,N,Undrafted,11,31,586,3,18.9,53.3,0.3
2098,Shawn Poindexter,FBS,Pac-12,Y,Arizona,N,Undrafted,12,42,759,11,18.1,63.2,0.9
2099,Shay Fields,FBS,Pac-12,Y,Colorado,N,Undrafted,38,144,2104,17,14.6,55.4,0.4
2100,Shaydon Kehano,FCS,Big Sky,N,Weber St.,N,Undrafted,12,82,976,8,11.9,81.3,0.7
2101,Shelton Gibson,FBS,Big 12,Y,West Virginia,Y,22.0,26,80,1838,17,23.0,70.7,0.7
2102,Shemar Thornton,FBS,CUSA,N,FIU,N,Undrafted,13,51,668,5,13.1,51.4,0.4
2103,Shi Smith,FBS,SEC,Y,South Carolina,Y,26.0,21,102,1306,8,12.8,62.2,0.4
2104,Shocky Jacques-Louis,FBS,MAC,N,Akron,N,Undrafted,12,74,931,2,12.6,77.6,0.2
2105,Shun Brown,FBS,Pac-12,Y,Arizona,N,Undrafted,25,107,1228,12,11.5,49.1,0.5
2106,Siaosi Mariner,FBS,Mountain West,N,Utah St.,N,Undrafted,13,63,987,10,15.7,75.9,0.8
2107,Silas Bolden,FBS,Pac-12,Y,Oregon St.,N,Undrafted,13,54,746,5,13.8,57.4,0.4
2108,Simi Fehoko,FBS,Pac-12,Y,Stanford,Y,22.0,18,61,1140,9,18.7,63.3,0.5
2109,Simmie Cobbs Jr.,FBS,Big Ten,Y,Indiana,N,Undrafted,25,132,1876,12,14.2,75.0,0.5
2110,Simon Heyward,FCS,MEAC,N,Savannah St.,N,Undrafted,12,36,572,3,15.9,47.7,0.2
2111,Skyler Ridley,FBS,FBS Independent,N,BYU,N,Undrafted,13,39,469,2,12.0,36.1,0.2
2112,Skyy Moore,FBS,MAC,N,Western Mich.,Y,13.0,30,171,2482,15,14.5,82.7,0.5
2113,Smoke Harris,FBS,CUSA,N,Louisiana Tech,N,Undrafted,36,219,2187,15,10.0,60.8,0.4
2114,Solomon Davis,FCS,Pioneer,N,Valparaiso,N,Undrafted,23,93,1409,10,15.2,61.3,0.4
2115,Solomon Patton,FBS,SEC,Y,Florida,N,Undrafted,12,44,556,6,12.6,46.3,0.5
2116,Spearman Robinson,FCS,SoCon,N,Western Caro.,N,Undrafted,23,94,1370,15,14.6,59.6,0.7
2117,Spencer Davis,FCS,OVC,N,Southeast Mo. St.,N,Undrafted,24,70,766,6,10.9,31.9,0.2
2118,Spencer Harris,FBS,Big Ten,Y,Illinois,N,Undrafted,12,39,328,1,8.4,27.3,0.1
2119,Spencer Schnell,FCS,MVFC,N,Illinois St.,N,Undrafted,22,116,1551,13,13.4,70.5,0.6
2120,Spencer Wilkins,FCS,CAA,N,Towson,N,Undrafted,21,85,1191,6,14.0,56.7,0.3
2121,Squirrel White,FBS,SEC,Y,Tennessee,N,Undrafted,13,67,803,2,12.0,61.8,0.2
2122,Stacey Smith,FCS,MVFC,N,Western Ill.,N,Undrafted,13,37,493,4,13.3,37.9,0.3
2123,Stacy Chukwumezie,FCS,Big Sky,N,Northern Ariz.,N,Undrafted,17,66,1233,9,18.7,72.5,0.5
2124,Stacy Coley,FBS,ACC,Y,Miami (FL),Y,28.0,36,144,2038,20,14.2,56.6,0.6
2125,Stanley Berryhill III,FBS,Pac-12,Y,Arizona,N,Undrafted,12,83,744,1,9.0,62.0,0.1
2126,Stanley Morgan Jr.,FBS,Big Ten,Y,Nebraska,N,Undrafted,23,131,1990,17,15.2,86.5,0.7
2127,Steffon Hill,FCS,SoCon,N,Western Caro.,N,Undrafted,11,44,644,5,14.6,58.5,0.5
2128,Stefon Diggs,FBS,Big Ten,Y,Maryland,Y,19.0,17,96,1379,8,14.4,81.1,0.5
2129,Stephen Barnette,FCS,CAA,N,Richmond,N,Undrafted,12,77,1197,5,15.5,99.8,0.4
2130,Stephen Carlson,FCS,Ivy League,N,Princeton,N,Undrafted,20,122,1618,16,13.3,80.9,0.8
2131,Stephen Dennis,FCS,Pioneer,N,Butler,N,Undrafted,23,88,1179,8,13.4,51.3,0.3
2132,Stephen Houzah,FCS,SoCon,N,Mercer,N,Undrafted,11,30,504,4,16.8,45.8,0.4
2133,Stephen Louis,FBS,ACC,Y,NC State,N,Undrafted,24,72,1261,4,17.5,52.5,0.2
2134,Stephen Miller,FCS,Big Sky,N,Northern Colo.,N,Undrafted,22,101,1593,8,15.8,72.4,0.4
2135,Stephon Robinson,FBS,Big 12,Y,Kansas,N,Undrafted,12,45,727,8,16.2,60.6,0.7
2136,Stephon Robinson Jr.,FBS,Big Ten,Y,Northwestern,N,Undrafted,11,46,625,2,13.6,56.8,0.2
2137,Sterling Griffin,FBS,CUSA,N,Louisiana Tech,N,Undrafted,12,33,357,2,10.8,29.8,0.2
2138,Sterling Shepard,FBS,Big 12,Y,Oklahoma,Y,5.0,37,188,2861,23,15.2,77.3,0.6
2139,Steve Farrell,FCS,Ivy League,N,Penn,N,Undrafted,10,46,608,2,13.2,60.8,0.2
2140,Steve Hull,FBS,Big Ten,Y,Illinois,N,Undrafted,12,59,993,7,16.8,82.8,0.6
2141,Steve Ishmael,FBS,ACC,Y,Syracuse,N,Undrafted,35,192,2476,15,12.9,70.7,0.4
2142,Steve Jenkins,FBS,Mountain West,N,UNLV,N,Undrafted,12,46,694,4,15.1,57.8,0.3
2143,Steven Burdette,FCS,Pioneer,N,Stetson,N,Undrafted,9,52,769,10,14.8,85.4,1.1
2144,Steven Doran,FCS,Pioneer,N,Drake,N,Undrafted,21,93,1710,20,18.4,81.4,1.0
2145,Steven Dunbar,FBS,AAC,N,Houston,N,Undrafted,25,129,1762,8,13.7,70.5,0.3
2146,Steven McBride,FBS,Mountain West,N,Hawaii,N,Undrafted,13,63,1024,9,16.3,78.8,0.7
2147,Steven McIntosh,FCS,SWAC,N,Mississippi Val.,N,Undrafted,11,39,532,2,13.6,48.4,0.2
